               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.013596,            0.012619,          0.00056819,             0.75127,             0.67018,             0.68983,             0.43887,            0.035335,            0.012773,            0.024451,            0.000892,            0.000892,            0.000892
                 140,            0.013441,            0.011408,          0.00042648,              0.7191,             0.69872,             0.68092,              0.4363,            0.035504,             0.01253,            0.025231,            0.000826,            0.000826,            0.000826
                 141,            0.012778,            0.012329,          0.00039898,             0.71865,             0.72424,             0.70421,              0.4472,            0.035723,            0.012791,            0.025263,             0.00076,             0.00076,             0.00076
                 142,            0.012404,            0.010826,          0.00040783,             0.70706,             0.71147,              0.6687,             0.42302,            0.035569,            0.012875,            0.025895,            0.000694,            0.000694,            0.000694
                 143,            0.012727,            0.011593,           0.0005227,             0.72611,              0.7123,             0.69142,             0.43614,            0.035655,             0.01273,            0.025794,            0.000628,            0.000628,            0.000628
                 144,            0.012833,            0.011034,          0.00039595,              0.7439,             0.70595,             0.69784,             0.43869,            0.035744,            0.012623,            0.025471,            0.000562,            0.000562,            0.000562
                 145,            0.012617,            0.011022,          0.00034701,             0.74757,             0.70997,             0.69277,             0.44392,             0.03539,            0.012471,            0.025701,            0.000496,            0.000496,            0.000496
                 146,            0.012818,             0.01171,          0.00049551,             0.74533,             0.70724,             0.70128,             0.44632,            0.035464,            0.012403,            0.025652,             0.00043,             0.00043,             0.00043
                 147,            0.012654,            0.011696,          0.00042258,             0.72844,             0.69013,             0.69604,             0.45023,            0.035555,            0.012384,             0.02553,            0.000364,            0.000364,            0.000364
                 148,             0.01238,            0.010633,          0.00039578,             0.73812,             0.69135,             0.69958,             0.44569,            0.035383,            0.012556,            0.025482,            0.000298,            0.000298,            0.000298
                 149,            0.012163,            0.011401,           0.0004264,             0.75335,              0.7123,             0.70823,             0.44587,            0.035246,             0.01257,            0.025438,            0.000232,            0.000232,            0.000232
